index,character_name,movie_name,persona,movie_summary
209,Jake,Silverado,young_gun,"Emmett  is ambushed by three men while he sleeps in a deserted shack. In a brief gunfight, he kills all of the assailants. As he travels to Silverado, Emmett finds a man, Paden , lying in the desert, having been robbed and left to die. Emmett and Paden ride to the town of Turley to meet Emmett's brother, Jake , who is locked up and awaiting hanging for killing a man in self-defense. Paden is later jailed when he encounters and kills one of the men who robbed him. Emmett aids Jake and Paden in a breakout with the help of Mal , a black cowboy who was run out of town by sheriff John Langston . After helping a wagon train of settlers recover their stolen money from thieves, and leading them to Silverado, the group disbands to find their relatives and settle into the town. Emmett and Jake learn from their sister's husband, the land agent for the area, that rancher Ethan McKendrick ([[Ray Baker  is attempting to maintain the open range, which he will dominate with his enormous herds of cattle, by driving all lawful claimants off the land. Emmett had killed McKendrick's father years earlier in a gunfight, and McKendrick had hired the men who attempted to kill Emmett upon his release from prison. Mal finds his father Ezra , left destitute after his home had been burned down and his land overrun by cattle. It is soon revealed that the sheriff Cobb , an old friend of Paden's, is on McKendrick's payroll. After McKendrick's men murder Ezra, burn the land office, and kidnap Emmett's nephew Augie ; Paden, Mal, Emmett, and Jake determine to defy Cobb. The four stampede McKendrick's cattle to provide cover for a raid on his ranch, in which most of the bandits are killed and the kidnapped boy is rescued. They then return to town, where in a series of encounters, each defeats his own personal enemy. In the last of these, Paden kills Cobb in a duel. Emmett and Jake leave for California, their long stated goal, while Mal and his sister reunite and decide to rebuild their father's homestead. Paden stays in Silverado as the new sheriff."
215,Max Cady,Cape Fear,tranquil_fury,"Sam Bowden  is a lawyer in the quiet town of New Essex, North Carolina. Max Cady  is a former client whom Bowden had defended fourteen years previously when he was working as a public defender in Atlanta. Cady, who was being tried for the rape and battery of a young woman, was illiterate at the time and unable to read a report Bowden had kept hidden from the court, which revealed that the victim was promiscuous. The report might have lightened Cady's sentence or even acquitted him had Bowden brought it to light. Bowden had kept it hidden because he was appalled by the sheer violence in Cady's crime and wanted him to serve a severe sentence. After his release from prison, Cady tracks down Bowden. The former convict learned to read and studied law in prison, and even assumed his own defense, unsuccessfully appealing his conviction several times. Cady hints strongly that he has learned about Bowden burying the report, stating that the judge and prosecutor in his case did their jobs while Bowden betrayed his own client. Several incidents involving Cady begin to impact the Bowden family, which consists of Bowden's wife Leigh  and their teenage daughter Danielle . The family dog, Ben, is mysteriously poisoned. Cady is seen at night perched on the wall just outside the Bowden property limits. Bowden attempts to have Cady arrested, but local police lieutenant Elgart  reminds Bowden that there is no evidence Cady has committed any crime. At a bar, Cady meets Lori Davis , a female colleague of Bowden with whom Bowden may or may not be having a love affair. Later at her house, Cady cuffs her hands behind her back, breaks her arm, bites a chunk of flesh from her cheek and brutally rapes her. Lori refuses to press charges against Cady, fearful that she will be publicly questioned about her sexual history. Cady next approaches Danielle at her school by pretending to be her new drama teacher and goes as far as kissing her. Bowden, finally having had enough, hires private investigator Claude Kersek  to follow Cady. Bowden also approaches Cady in a restaurant and gives him a firm warning to leave him and his family alone or suffer the consequences. Cady refuses to give in, and he secretly tapes the conversation with a recorder hidden under the table. Kersek eventually persuades Bowden to hire three men to beat Cady in an effort to intimidate him but, as Bowden watches from a hiding place, Cady quickly turns the tide on his attackers and viciously beats them. Cady hears Bowden from behind his hiding spot and steadily approaches him, intimidating him with psychotic ramblings and Biblical passages, but decides to leave. Cady uses the recording of Bowden's threat and an exaggerated display of his own injuries to file for a restraining order against Bowden. Cady's new lawyer, Lee Heller , also files a complaint with the North Carolina State Bar, vowing to have Bowden disbarred from practicing law. Kersek reasons that Cady may try to enter the Bowden house during Bowden's appearance at a bar hearing out of town. They fake Bowden's departure and hide in the house, hoping that Cady will break in so that he can be shot in self-defense. As they wait, Cady, disguised as the maid Graciella , attacks and kills Kersek in the kitchen. Bowden, Leigh, and Dani discover his body, as well as that of Graciella. Horrified, they flee in their car to their house-boat, which is docked upstate along Cape Fear. Cady follows them by tying himself to the chassis of the Bowdens' car. That night, he attacks the family on the boat, beating and tying up Bowden, and prepares to rape both Leigh and Dani while Bowden watches. When Leigh offers herself in Dani's place, Dani sprays Cady with lighter fluid while he lights a cigar, engulfing him in flames and causing him to jump off the boat in order to extinguish the fire. However, Cady clings to a rope tied to the boat and pulls himself back on board. As the boat is rocked by a violent storm, Cady ferociously confronts Bowden with a mock trial. Bowden finally admits to having buried the potentially exculpatory report but counters that the woman's promiscuity was no justification to defend a rape. An enraged Cady prepares to kill Bowden, but the storm and the river's harsh current knocks Cady off his feet, allowing Bowden to gain the upper hand once the women make it to shore. The two men fight furiously, until Bowden finally manages to use Cady's handcuffs to shackle Cady to the boat. When the boat hits a stationary rock and is destroyed, the fight continues on shore. Bowden almost crushes Cady's head with a large stone, however a raging tide carries Cady away, madly screaming in tongues. Bowden watches as the piece of boat sinks to the bottom of the river, taking the still-shackled Cady with it, and then performs a cathartic washing of his blood from his hands before rejoining Leigh and Dani further up the river-bank."
216,Driver,Drive,tranquil_fury,"The unnamed Driver  lives in a low-rent apartment building and works as a mechanic in a chop shop owned by Shannon , and as a part-time movie stuntman. He also has a secret job as a getaway driver, organized by Shannon, where his rule is that he never works for the same people twice and only gives the criminals a five-minute window to complete their robbery, after which he will leave them behind. One day, he meets his new neighbor Irene  in the apartment building elevator and later helps her and her young son Benicio  when Irene has car trouble at a local supermarket. Shannon persuades the mobster Bernie Rose  to purchase a stock car for the Driver to race after seeing the Driver's skill. Rose's friend and business partner is Nino, an aging Jewish mobster . Nino once had Shannon's pelvis broken when Shannon overcharged him for a past job, leaving him with a limp. Irene has her car towed to Shannon's garage and the Driver gives her and Benicio a ride home. The Driver begins spending more and more time with Irene and Benicio, and later meets Irene's husband, Standard , when he comes home from prison. Standard owes protection money to an Albanian gangster, Cook , from his time in prison. Cook beats up Standard and threatens to go after Irene and Benicio if Standard does not agree to rob a pawn shop to pay the debt. The Driver agrees to help Standard pay off the debt by driving him to and from the pawn shop. Blanche , Cook's moll, also participates in the heist. While waiting in the parking lot for Standard and Blanche to complete the heist, the Driver sees another car pull into the lot and park. Blanche returns to the car with a large bag. But when Standard leaves the pawn shop, he is shot in the neck by the owner and dies. The Driver flees with Blanche and the money, but the car that pulled into the parking lot minutes earlier gives chase, trying to run them off the road. The Driver eludes the other vehicle and they hide out in a motel room. The Driver discovers that the amount of money is much more than was expected. After the Driver threatens Blanche, she tells him that the chasing car belongs to Cook and that she and Cook planned to double-cross the Driver and Standard, taking the money for themselves. Two of Cook's men attack them in the motel room, killing Blanche and injuring the Driver before he kills them both. The Driver confronts Cook in his strip club and learns that Nino was behind the heist. Nino sends a hitman  to the Driver's apartment building, with whom the Driver and Irene unknowingly ride the elevator. The Driver gives Irene a kiss before killing the hitman by repeatedly stomping on his head, to her horror. Nino explains to Bernie that the money from the pawn shop belonged to the East Coast mafia. Fearing retaliation, Bernie and Nino agree to kill those with knowledge, starting with Cook. Bernie confronts Shannon in his garage and reluctantly kills him with a straight razor. The Driver, wearing a silicone mask disguise, follows Nino to the Pacific Coast Highway in his car and T-Bones Nino's car onto a beach. With Nino wounded and weakened, the Driver drowns him in the Pacific Ocean. The Driver speaks to Bernie on Nino's phone and they arrange to meet at a Chinese restaurant. The Driver makes a final phone call to Irene to tell her he is leaving, and says that meeting her and Benicio was the best thing that has ever happened to him. At the restaurant, Bernie promises only Irene and Benicio's safety, in exchange for the money. In the parking lot, Bernie stabs the Driver in the abdomen as he pulls the money from the trunk of his car. The Driver fatally stabs Bernie, leaving his corpse and the satchel of money behind. That evening, Irene knocks on the Driver's apartment door, with no response. The Driver drives off into the night."
222,Flynn Rider,Tangled,charmer,"A drop of sunlight falls to the ground and grows into a magical flower with healing powers. A woman named Gothel uses it to keep herself young by singing to it. Centuries later, a queen becomes ill while pregnant, and the king orders a search for the legendary flower. His knights find the flower and cut it to bring to the king. The queen is healed after being fed the flower, and gives birth to a daughter, Rapunzel, whose golden hair has absorbed the abilities of the flower. The flower no longer has magical powers since it has been cut, so Gothel tries to steal a lock of Rapunzel's hair. However once cut, the hair turns brown and loses its power. So, she kidnaps Rapunzel to raise as her own child in a high tower, telling her it is for her own safety. Every year, on Rapunzel's birthday, her parents and their subjects release thousands of sky lanterns, in the hope that the lost princess will return. For her 18th birthday, Rapunzel asks Gothel for permission to go outside the tower to see the source of the annual floating lights, but Gothel refuses. Meanwhile, Flynn Rider and the Stabbington brothers steal the tiara of the lost princess. During the ensuing chase, Maximus, horse of the Captain of the Guards, is separated from his rider but continues on his own. Flynn outwits his accomplices, takes the tiara, and stumbles upon Rapunzel's tower. He climbs up into the tower, but is knocked unconscious with a frying pan by Rapunzel who puts him in a wardrobe. When Gothel returns, Rapunzel tries to show her the captive Flynn to prove she is capable of handling the outside world, but Gothel cuts her off by saying she is never leaving the tower. So Rapunzel instead asks Gothel for a special paint, the ingredients for which require three days' of round-trip travel. Gothel leaves, and Rapunzel tells Flynn that she will give him the tiara back if he takes her to see the lights. Flynn agrees. While en route, he takes her to the Snuggly Duckling Inn, which is full of Gaul thugs, in hopes of scaring her into giving up her quest. The thugs, however, are charmed by Rapunzel, who encourages them to follow their dreams. Mother Gothel returns early to the tower to find Rapunzel gone but finds the tiara. She then teams up with the Stabbington brothers so she can get Rapunzel back and the brothers can get revenge on Flynn. Meanwhile, the guards invade the tavern, and chase Rapunzel and Flynn to a dam which collapses. Flynn and Rapunzel become trapped in a flooding cave. Believing he is about to die, Flynn admits his true name: Eugene Fitzherbert. Rapunzel admits her hair glows when she sings, then realizes they can use her hairlight to find a way out. Rapunzel later uses her hair to heal Flynn's injured hand. Flynn tells Rapunzel that he was an orphan who dreamed of being like the storybook hero that inspired his alias, but Rapunzel tells him she likes Eugene better than Flynn. When Flynn goes to gather firewood, Gothel meets Rapunzel insisting that Flynn does not care for her and gives Rapunzel the tiara, suggesting that she test Flynn by giving it to him. The next morning, Maximus confronts Flynn but Rapunzel befriends the horse and convinces him to help them instead. Arriving at the kingdom, Flynn takes Rapunzel to see the lanterns. There, Rapunzel gives Flynn back the tiara. Flynn spies his old accomplices and leaves Rapunzel to give them the tiara, realizing that he cares more for Rapunzel. However, the brothers tie him up on a boat and sail him across the lake. They claim Flynn betrayed Rapunzel as they attempt to kidnap her for her hair's power, but Gothel rescues her and takes her back to the tower. Later, reflecting on what she had seen during her adventure in the kingdom, Rapunzel realizes she is the lost princess and attempts to flee the tower. Meanwhile, Flynn is arrested and sentenced to death, but he is rescued by Maximus and the Gaul thugs from the inn. Flynn races and climbs up back to the tower where Gothel stabs him from behind and prepares to take a struggling Rapunzel to a new hiding place. Rapunzel tells Gothel that she will stop resisting if she can heal Flynn. Gothel agrees, but before Rapunzel can heal him, Flynn cuts her hair which subsequently turns brown and loses its power causing Gothel to age rapidly, fall out of the tower, and turn into dust. With his last breath, Flynn declares his love for Rapunzel who cries, and the healing power of her tear revives him. Returning to the kingdom, Rapunzel is reunited with the King and Queen. Flynn then closes the film, telling the audience that he readopted his original name, and he and Rapunzel eventually get engaged and married."
232,Leonard Smalls,Raising Arizona,bounty_hunter,"Criminal Herbert I. ""Hi"" McDunnough  and policewoman Edwina ""Ed""  meet after she takes the mugshots of the recidivist. With continued visits, Hi learns that Ed's fiancé has left her. Hi proposes to her after his latest release from prison, and the two get married. They move into a desert mobile home, and Hi gets a job in a machine shop. They want to have children, but Ed discovers that she is infertile. Due to Hi's criminal record, they cannot adopt a child. The couple learns of the ""Arizona Quints,"" sons of locally famous furniture magnate Nathan Arizona ; Hi and Ed kidnap one of the five babies, whom they believe to be Nathan Junior. Hi and Ed return home and are soon visited by Hi's prison buddies, Gale and Evelle Snoats (John Goodman and [[William Forsythe , who have just escaped from prison. Under the brothers' influence, Hi is tempted to return to his felonious ways. Their problems get worse when Hi's supervisor, Glen , proposes wife swapping and Hi assaults him. That night, Hi decides to steal a package of diapers for the baby and flees on foot from the convenience store chased by police, gun-toting store cashiers, and a pack of dogs. Ed eventually picks him up, leading to a tense ride home. At the McDunnough residence the next day, Glen approaches Hi to fire him and reveal that he has deduced Junior's identity and blackmails Hi, threatening to turn him over to the police unless he and Dot get custody of Junior. Gale and Evelle overhear this conversation and turn on Hi, tying him up and taking Junior for themselves. Gale and Evelle leave with plans to rob a ""hayseed"" bank with Junior in tow. When Ed comes home, she frees Hi and the two arm themselves and set out to retrieve their child together. En route, Ed suggests that they should end their marriage after recovering the boy. Nathan Arizona Sr. is approached by the bounty hunter Leonard Smalls  who offers to find the child. Nathan Sr. declines the offer, believing that Smalls is his son's kidnapper. Smalls decides to recover the child anyway to sell on the black market. He begins tracking Gale and Evelle and learns of their bank robbery plans. Gale and Evelle rob the bank but forget to take Junior in the car on their getaway. One of the bank's anti-theft dye canisters explodes in their loot sack, disabling the car and incapacitating them. At the bank, Smalls arrives for Junior just ahead of Ed and Hi. Ed grabs the baby and flees; Hi is able to fend Smalls off for a while, but soon finds himself at Smalls' mercy. As Smalls throws Hi to the ground and prepares to kill him, Hi holds up his hand to reveal that he has pulled the pin from one of the hand grenades on Smalls' vest. Smalls struggles, but is blown to pieces by the grenade. Hi and Ed sneak Junior back into the Arizona home and are confronted by Nathan Sr. After Nathan Sr. learns why they took his son, he understands the couple's predicament and counsels the young couple. When Hi and Ed say that they are breaking up, he advises them to sleep on it. Hi and Ed go to sleep in the same bed, and Hi has a dream about Gale and Evelle reforming after returning to prison; Glen gets his due from a Polish-American police officer after ""telling one Polack joke too many""; and Nathan Jr. gets a football for Christmas from ""a kindly couple who wish to remain anonymous,"" later becoming a football star. The dream ends with an elderly couple together enjoying a holiday visit from a large family of children and grandchildren."
233,Jack Walsh,Midnight Run,bounty_hunter,"Bounty hunter Jack Walsh  is enlisted by bail bondsman Eddie Moscone to bring accountant Jonathan “The Duke” Mardukas  back to L.A. The accountant had embezzled $15 million from Chicago mob boss Jimmy Serrano  before skipping the $450,000 bail Moscone has posted for him. Jack must bring The Duke back within five days, or Eddie defaults. Eddie says the job is easy, a ""midnight run,"" but Jack demands $100,000. Jack is then approached by FBI Agent Alonzo Mosely , who wants The Duke to be a witness against Serrano. At Kennedy airport in New York, Serrano’s henchmen Tony  and Joey  offer Jack $1 million to turn The Duke over to them. Jack takes custody of The Duke and calls Eddie from the airport, not knowing that Eddie’s line is tapped by the FBI and Jerry , Eddie’s assistant, is secretly working for Serrano. When The Duke has a panic attack on the plane, Jack is forced to travel via train. When Jack and The Duke fail to show up, Eddie brings in rival bounty hunter Marvin Dorfler  to find them. Marvin uses Jack’s credit card number to find out where they are and then has the card canceled. Jack is able to get the drop on Marvin and leaves the train, but without funds, he is forced to rely on other means to get across the country, including stealing cars, borrowing his ex-wife’s  car in Chicago, and hitchhiking. The Duke tries to get to know Jack, who eventually reveals that he had been an undercover officer in Chicago trying to get close to Serrano. Refusing to take money like other corrupt officers, Jack is setup and forced to leave town. In Arizona, Marvin catches up with them and takes The Duke away from Jack, who is found by Mosely. Jack realizes that Marvin intends to turn The Duke over to Serrano. Marvin tries to get $2 million from Tony and Joey for The Duke, but the plan backfires. Jack bluffs that he has computer disks created by The Duke with enough information to put Serrano away. At McCarran Airport, Jack meets up with Serrano while wearing a wire and being watched by the FBI. Marvin, at the airport to fly home, spots The Duke and interrupts the exchange. Marvin punches Jack and unknowingly disables the wire. At the last minute, Jack yells that Serrano has the disks; the FBI closes in, arresting Serrano and his henchmen. Moseley turns The Duke over to Jack with enough time to return him to L.A. by the deadline. In L.A., Jack calls Eddie to tell him that he has The Duke, but that he is letting him go. Before parting, The Duke gives Jack $300,000 in a money belt he had been hiding. Jack flags down a taxi and asks the driver if he has change for a $1,000 bill, but the taxi drives away, so he starts walking home."
234,Milo Boyd,The Bounty Hunter,bounty_hunter,"Milo Boyd  is a former NYPD detective who now works as a bail enforcement agent . Milo's ex-wife, Nicole Hurley , is an investigative reporter who has been arrested for assaulting a police officer . When Nicole receives a tip on a story she is working on — an apparent suicide may actually have been a murder — she skips her bond hearing to meet with her informant, causing the judge to revoke her bail and issue a warrant for her arrest. Unfortunately, just before Nicole arrives, her informant, Jimmy , is kidnapped. Milo is ecstatic when Nicole's bail bondsman, Sid , offers him the job of tracking down Nicole and bringing her to jail, for a bounty of $5,000. After questioning Nicole's mother Kitty  , Milo apprehends her at a race track in New Jersey, throws her into his car trunk and drives back towards Manhattan. Nicole manages to escape briefly before he catches up with her again. Meanwhile, neither is aware that they are being stalked: Milo by two thugs sent by a bookie named Irene , because of outstanding gambling debts; Nicole by criminal Earl Mahler , who is connected with the story she is investigating, and both of them by Nicole's lovestruck coworker Stuart , bent on ""rescuing"" her. Mahler catches up and tries to kill Nicole, but the two narrowly escape. Milo is not interested in explanations until Nicole admits that she's found evidence that implicates their mutual friend, Bobby , Milo's ex-partner on the police force. Angry, Milo decides to investigate the crime with her. Clues from Earl's car lead them to a country club, where they learn from a caddy that Earl owns a tattoo parlor in Queens, so they start to make their way there. Bobby warns the pair to stay off the road. By coincidence, the nearest hotel is ""Cupid's Cabin,"" the bed and breakfast where they spent their honeymoon. They have feelings for each other and they both admit they have made mistakes [from the divorce]. She calls her mother on advice what to do. When she is done, she comes out of the bathroom and overhears Milo telling Sid that he may or may not sleep with Nicole that night, but he's taking her to jail nevertheless. Infuriated, she handcuffs Milo to the bed and makes her way to the tattoo parlor herself, finding Jimmy and freeing him before she is captured by Irene's thugs, still looking for Milo. Milo manages to rescues her at a strip club. He calls an old friend from the police force and learns that Bobby is on his way to the police's evidence warehouse, which is being relocated to a new building. Bobby confronts Earl, who used to be his friend but has used Bobby's name to gain access to the warehouse and steal a large amount of confiscated narcotics and cash. Bobby decides to arrest Earl, but Earl draws a gun and shoots him, though not fatally. Milo and Nicole enter the warehouse and Milo is ambushed, but Earl is forced to surrender when Nicole points a shotgun at him. Bobby explains that Earl was using him, as well as the man who supposedly committed suicide, to gain access to the warehouse. There was no proof, so Bobby was waiting for Earl to make his move before arresting him. Milo proudly notes that Earl might have gotten away with it if Nicole hadn't picked up certain clues. He and Nicole appear to have reconciled. They concede that sometimes their jobs have to come first. By way of demonstrating this, Milo then turns Nicole into the police, so she can make her court hearing the next day. On his way out of the precinct, Milo runs into a cop who insulted him earlier and punches him in the face. He is arrested and put in a cell next to Nicole's. He reminds her that it is their anniversary and they have to spend it together, no matter what. Through the bars they admit their love to each other and kiss."
235,Toombs,The Chronicles of Riddick,bounty_hunter,"Riddick, has been in hiding for five years after Pitch Black. He evades the bounty hunter Toombs, killing Toombs' crew and stealing his ship. He then heads to the planet Helion Prime, after Toombs reveals his bounty originated there. Once there, Riddick is reunited with Imam, the man he rescued in Pitch Black. Imam wants to know about his homeworld, the devastated planet Furya and if anyone other than himself is left. Imam believes Helion Prime is the next planet to be conquered by the Necromongers, an army of religious fanatics who seek to convert everyone and kill those who refuse. The Necromongers invade, overwhelming the defense forces and take control of the capital. In the ensuing battle, Imam is killed and Riddick escapes. The next day, the Necromonger high priest, coerces the populace into converting, except for Riddick, who defiantly kills the man who killed Imam. Intrigued, the Lord Marshal orders Riddick be examined where it is discovered that he is the last Furyan, so the Lord Marshal orders Riddick's death. Riddick escapes the Necromonger ship, and allows himself to again be captured by Toombs. Riddick is taken to Crematoria, a harsh prison, where Jack from Pitch Black was reported to have been sent. Following Riddick's escape, the Lord Marshal sends Commander Vaako to hunt him down, an easy process since Toombs' ship left behind an easily traceable path. Vaako's wife speaks to an Elemental who was a seer for the Lord Marshal. The Elemental reveals that Furya was destroyed by the Lord Marshal after he was told a male child from that planet would destroy him. On Crematoria, a disagreement breaks out between Toombs and the prison warden over what Toombs is owed. Word about the Necromongers has reached the isolated prison warden, who suspects that Toombs stole Riddick from them, and that it will bring trouble. In the prison, Riddick finds Jack, now named Kyra, and they eventually reconcile. Later, the guards kill all the bounty hunters, take the prize money and prepare to leave before the Necromongers arrive. Riddick leads several prisoners to steal the ship. The guards reach the hanger, just as the prisoners arrive outside of hanger doors. Just then the Necromongers arrive. All of the guards are killed and Riddick is incapacitated by Vaako. With the approach of the vicious sunrise , Vaako leaves Riddick to die; Kyra, thinking Riddick is dead, flees with the Necromongers. However, Riddick is saved by the Purifier, who tells him that if he stays away from the Necromongers, they will not hunt him. The Purifier then reveals that he too is Furyan, and that Vaako will report Riddick as dead, giving Riddick the element of surprise. The Purifier then commits suicide by walking out into the scorching heat after he encourages Riddick to save Kyra and kill the Lord Marshal. Meanwhile, Vaako reported Riddick dead and is named heir apparent by the Lord Marshal. Riddick flies back to Helion Prime. Riddick, disguised in Necromonger armor, infiltrates the main hall; Dame Vaako sees him, but encourages her husband to let Riddick strike first to wound the Lord Marshal and paving the way for Vaako to kill him. When Riddick strikes, the Lord Marshal presents Kyra, who appears to have converted; Riddick attacks, but when it appears that Riddick has lost, Kyra stabs the Lord Marshal in the back with a spear. She is then mortally wounded after being impaled on some spikes. Vaako makes his move to strike, but Riddick, who in the fight has figured out the Lord Marshal's weakness, ends up killing the Lord Marshal. Kyra dies, and as Riddick stands there, the Necromongers kneel before him, the new Lord Marshal."
236,Nick Randall,Wanted: Dead or Alive,bounty_hunter,"Nick Randall is a Los Angeles-based bounty hunter and an ex-CIA operative, who is asked by a former co-worker to help track down terrorist Malak Al Rahim. However, Malak Al Rahim is also looking for Randall, and Randall's employers tell him where to find him, resulting in the death of his best friend, Sgt. Danny Quintz, and his girlfriend Terry, eventually forcing a showdown on the waterfront. In the end Randall brings out Rahim handcuffed with a grenade jammed in his mouth. Randall explains to his bosses that they should send his payment to the family of Danny Quintz and he will just keep the extra bonus for bringing him in alive. As he starts to leave, he says, ""Fuck the bonus"" and pulls the grenade pin out."
249,Suzanne Stone Maretto,To Die For,dumb_blonde,"Living in the fictional seaside village of Little Hope, New Hampshire, Suzanne Stone , a young, beautiful, and ruthless woman dreams of being a world-famous news anchor. To that end, she marries Larry Maretto , because she believes his family business will keep her financially comfortable, and starts attempting to climb the network news ladder, beginning as a weather girl at a local cable station, WWEN. When Larry, who truly loves Suzanne, starts asking her to take time off from her career to start a family, she immediately plots to get rid of him. To this end, she begins a high school project called ""Teens Speak Out,"" and during a dancing project at her house while Larry is away, she seduces Jimmy Emmett , a disturbed young man, and strong-arms him and his friends, delinquent Russell Heines  and low self-esteemed Lydia Mertz , into killing Larry, whom she describes as abusive and self-centered. Jimmy is reluctant at first, but complies when Suzanne grants him sexual favors and threatens to leave him if he does not. With the aid and abetment of Russell and Lydia, Jimmy ultimately commits the murder, but is wracked with guilt after seeing Larry's rather calm demeanor during the struggle. The police begin investigating when they stumble across a ""Teens Speak Out"" video of Suzanne at Jimmy's school in which Jimmy discreetly hints a relationship  with Suzanne. Jimmy, Russell and Lydia are arrested, but Lydia makes a deal with the police to converse with Suzanne with a tape recorder taped to her stomach, and Suzanne unwittingly reveals her hand in the murder. Despite this undeniable proof of Suzanne's guilt, however, she is acquitted in court, on the basis that the police had resorted to entrapment, and walks free . Jimmy and Russell are sentenced to life in prison and sixteen years, respectively, while Lydia gets out scot-free for her cooperation. In the end, however, Suzanne gets her comeuppance when she fabricates a story about Larry becoming addicted to drugs, desiring to turn over a new leaf and subsequently getting killed by the drug suppliers, Jimmy and Russell, who wanted to keep him silent. Larry's father, Joe , hears this on television, and realizes that Suzanne was behind his son's murder, and consequently uses his mafia connections to have her murdered. The hitman  lures Suzanne away from her home by pretending to be interested in publishing her life story, murders her quietly, then buries her under a frozen lake, her favorite spot, where she once skated. In a final irony, Lydia gains national attention by telling her side of the story in a television interview, becoming a celebrity. The final scene shows Larry's sister, Janice , practicing her figure skating on the frozen lake where Suzanne's corpse is hidden, thus literally dancing on her grave."
250,Rocky Horror - A Creation,The Rocky Horror Picture Show,dumb_blonde,"The story, narrated by a criminologist, tells the tale of newly-engaged couple Brad Majors and Janet Weiss, who find themselves lost and with a flat tire on a cold and rainy late November evening. Seeking a phone with which to call for help, Brad and Janet walk to a nearby castle, where they discover a group of strange and outlandish people who are holding an Annual Transylvanian Convention. Brad and Janet watch as the Transylvanians, servants and a tap-dancing groupie dance the film's signature song, ""Time Warp"". They are soon swept into the world of Dr. Frank-N-Furter, a self-proclaimed ""Sweet Transvestite"" from Transsexual, Transylvania. The ensemble of convention attendees also includes servants Riff Raff , his sister Magenta, and a groupie named Columbia. Frank claims to have discovered the ""secret to life itself"". His creation, Rocky Horror, is brought to life. The ensuing celebration is soon interrupted by Eddie , an ex-delivery boy, partial brain donor to Rocky, and Columbia's lover, who rides out of a deep freeze on a motorcycle. In a jealous rage, Frank corners him and kills him with an ice axe. He then departs with Rocky to a bridal suite off of the laboratory. Brad and Janet are shown to separate bedrooms where each is visited and seduced by Frank, who poses as Brad  and then as Janet . Janet, upset and emotional, wanders off to look for Brad, who she discovers, via a television monitor, is having a post-coital chat with Frank. She then discovers Rocky, cowering in his birth tank, hiding from Riff Raff, who has been tormenting him. While tending to his wounds, Janet becomes intimate with Rocky, as Magenta and Columbia watch from their bedroom monitor. After discovering that his creation is missing, Frank, Brad and Riff Raff return to the lab, where Frank learns that an intruder has entered the building. Dr. Everett Scott, Brad and Janet's old high school science teacher, has come looking for his nephew, Eddie, but Frank suspects that Dr. Scott investigates UFOs for the government. Upon learning of Brad and Janet's connection to Scott, Frank suspects them of working for him. Frank, Dr. Scott, Brad, and Riff Raff then discover Janet and Rocky together under the sheets in Rocky's birth tank, upsetting Frank and Brad. Rocky and the guests are served dinner, which they soon realise has been prepared from Eddie's mutilated body. Janet runs screaming into Rocky's arms and is slapped and chased through the halls of the castle by a jealous Frank. Janet, Brad, Dr. Scott, Rocky and Columbia all meet in Frank's lab, where Frank captures them with the Medusa Transducer, transforming them into statues. They are then forced to perform a live cabaret floor show and have a semi-orgy in the pool , with Frank as the leader. The performance is interrupted by Riff Raff and Magenta, who stage a coup and announce their plan to return to their home planet. In the process, they kill Columbia, Rocky and Frank. They release Brad, Janet and Dr. Scott, and then depart by lifting off in the Castle itself. The narrator then finishes the film by concluding that the human race is equivalent to insects crawling on the planet's surface."
