Wikipedia movie ID,Freebase movie ID,IMDB character ID,IMDB actor ID,IMDB movie ID,Character name,Actor gender,Actor height (in meters),Actor ethnicity (Freebase ID),Actor name,Freebase character/actor map ID,Freebase character ID,Freebase actor ID,actor_date_of_birth,movie_release_date,ethn_name,race,character_description_imdb,actor_description_imdb
975900,/m/03vyhn,ch583,nm0569789,tt0228333,Benchley,M,,,Doug McGrath,/m/0bgcj4p,/m/0bgcj4s,/m/02r5d3j,1935-08-13,2001-08-24,,,,"Doug McGrath. Actor: Porky's. Doug McGrath was born on 13 April 1935 in Vancouver, British Columbia, Canada. He is an actor, known for Porky's (1981), Black Christmas (1974) and Pale Rider (1985)."
975900,/m/03vyhn,ch6945,nm0001019,tt0228333,Rodale,M,,,Robert Carradine,/m/0bgcj51,/m/0bgcj54,/m/026qxz,1954-03-24,2001-08-24,,,,"Robert Carradine. Actor: Revenge of the Nerds. Robert Carradine was born on 24 March 1954 in Hollywood, Los Angeles, California, USA. He is an actor and producer, known for Revenge of the Nerds (1984), Escape from L.A. (1996) and The Lizzie McGuire Movie (2003). He was previously married to Edith (Edie) Mani."
975900,/m/03vyhn,,nm0287071,tt0228333,,F,,,Rosemary Forsyth,/m/0cg7d4h,,/m/03wc_yl,1943-07-06,2001-08-24,,,,
3196793,/m/08yl5d,ch7899,nm0057055,tt0245916,Reporter,F,,,Alice Barrett,/m/0lr37d8,/m/0lr3z8g,/m/034dbm,1956-12-19,2000-02-16,,,,
3196793,/m/08yl5d,ch9223,nm0146304,tt0245916,FBI Profiler Robert Hanks,M,,,Robert Catrini,/m/0lr37g7,/m/0lr3z93,/m/0gbxsl5,1950-01-05,2000-02-16,,,,
3196793,/m/08yl5d,,nm0002037,tt0245916,John Ramsey,M,1.85,,Cliff DeYoung,/m/0lr37f7,/m/0lr3z8x,/m/07jbhb,1945-02-12,2000-02-16,,,,"Cliff De Young. Actor: The Craft. Clifford Tobin De Young was born on February 12, 1945 in Los Angeles, California. He was the lead singer of the late-1960s rock band Clear Light, which played with such artists as The Doors, Jimi Hendrix and Janis Joplin. He went to New York City in 1970 after the band broke up, starred in the Broadway production of ""Hair"" and the Tony Award-winning ""Sticks..."
3196793,/m/08yl5d,,nm0239295,tt0245916,,M,,,Gary Dubin,/m/0lr37f2,,/m/02pnjkh,1959-05-05,2000-02-16,,,,"Gary Dubin. Actor: The Aristocats. Gary Dubin was born on 5 May 1959 in Los Angeles, California, USA. He was an actor and producer, known for The Aristocats (1970), Jaws 2 (1978) and Cursed (2005). He was married to Marietha Zumaran. He died on 8 October 2016 in Burbank, California, USA."
3196793,/m/08yl5d,ch5581,nm0524591,tt0245916,Patsy Ramsey,F,1.63,,Judi Evans,/m/0lr37g2,/m/0lr3z8p,/m/034c1p,1964-07-12,2000-02-16,,,,
3196793,/m/08yl5d,ch5502,nm0335216,tt0245916,JonBenet Ramsey,F,,,Julia Granstrom,/m/0lr37ds,/m/0lr3z87,/m/08w75d,1994-01-01,2000-02-16,,,,
3196793,/m/08yl5d,,nm0339159,tt0245916,,M,,,Brad Greenquist,/m/0lr37dm,,/m/0k1vd2,1959-10-08,2000-02-16,,,,"Brad Greenquist. Actor: Pet Sematary. Brad Greenquist is a character actor best known for his portrayal of Victor Pascow in Pet Sematary. Mr. Greenquist was born in Fort Meade, Maryland, and grew up in Falls Church, Virginia. In 1983, after earning a BFA from Virginia Commonwealth University, he went to New York City and quickly began performing in the Off-Off-Broadway theater circuit. His first feature film, The Bedroom Window, put..."
3196793,/m/08yl5d,,nm0355278,tt0245916,,M,,/m/0x67,Albert Hall,/m/0lr37dy,,/m/01lntp,1937-11-10,2000-02-16,African American,African,,
3196793,/m/08yl5d,,nm0471258,tt0245916,,M,,,Chris Krisea,/m/0lr37fr,,/m/0gcdnn4,1949-01-01,2000-02-16,,,,
28463795,/m/0crgdbh,,nm0471903,tt0094806,,M,,,Frank Krog,/m/0gct1bn,,/m/053j7xf,1954-10-05,1988-01-01,,,,"Frank Krog. Actor: Shipwrecked. Frank Krog was born on 5 October 1954 in Bergen, Norway. He was an actor, known for Shipwrecked (1990), Blücher (1988) and North Star (1996). He died on 23 December 2008 in Oslo, Norway."
28463795,/m/0crgdbh,,nm0435274,tt0094806,,F,,,Kristin Kajander,/m/0gct1bv,,/m/0gct1by,1959-02-28,1988-01-01,,,,"Kristin Kajander. Actress: Hard asfalt. Kristin Kajander was born on 28 February 1959 in Norway. She is an actress, known for Hard asfalt (1986), Nini (1998) and Solens sønn og månens datter (1993)."
28463795,/m/0crgdbh,,nm0761374,tt0094806,,M,,,Vidar Sandem,/m/0gct1c5,,/m/0bwh7d8,1947-01-01,1988-01-01,,,,"Vidar Sandem. Actor: The Worst Person in the World. Vidar Sandem was born on 19 February 1947 in Norway. He is an actor and writer, known for The Worst Person in the World (2021), Blodsbånd (1998) and Orions belte (1985)."
28463795,/m/0crgdbh,,nm0471287,tt0094806,,F,,,Anne Krigsvoll,/m/0gct1cb,,/m/04ghdvq,1957-02-04,1988-01-01,,,,
261236,/m/01mrr1,,nm0484727,tt0083949,,F,,,Gudrun Landgrebe,/m/02vb3cv,,/m/09d6hv,1950-06-20,1983-01-01,,,,"Gudrun Landgrebe. Actress: The Cat. Gudrun Landgrebe was born on 20 June 1950 in Göttingen, Lower Saxony, West Germany. She is an actress, known for The Cat (1988), A Woman in Flames (1983) and Yerma (1984). She has been married to Ulrich von Nathusius since June 2001."
261236,/m/01mrr1,,nm0140649,tt0083949,,M,,,Mathieu Carrière,/m/02tbd9f,,/m/06prxs,1950-08-02,1983-01-01,,,,
261236,/m/01mrr1,,nm0957193,tt0083949,,M,,,Hanns Zischler,/m/02vdfng,,/m/09k3x_,1947-06-18,1983-01-01,,,,"Hanns Zischler. Actor: Munich. For an actor who has appeared in so many film roles, Hanss Zischler has had time to contribute to a remarkable variety of cultural and scholarly pursuits. He left his native Bavaria at age 21 for Berlin, where he wrote and directed plays, did translations into German of such philosophical authors as Rousseau and Derrida, worked as a photographer in the colored pinhole form, wrote his..."
2238856,/m/06yc6v,,,,Richard Swersey,M,1.78,,John Hawkes,/m/0k0jnm,/m/0g98dqk,/m/0785v8,1959-09-11,2005-01-01,,,,
2238856,/m/06yc6v,,,,Christine Jesperson,F,,,Miranda July,/m/0k0jng,/m/0g98dqs,/m/06s5pl,1974-02-15,2005-01-01,,,,
2238856,/m/06yc6v,,,,Robby Swersey,M,,,Brandon Ratcliff,/m/09hyqd5,/m/0g98dtr,/m/0287qtg,1998-04-14,2005-01-01,,,,
2238856,/m/06yc6v,,,,Andrew,M,1.93,,Brad William Henke,/m/0bf1hhc,/m/0g98drm,/m/02q288g,1966-04-10,2005-01-01,,,,
2238856,/m/06yc6v,,,,Heather,F,,,Natasha Slayton,/m/02vd36b,/m/0g98dsr,/m/026zpch,1988-08-19,2005-01-01,,,,
2238856,/m/06yc6v,,,,Rebecca,F,1.68,,Najarra Townsend,/m/0k0jp7,/m/0g98dt_,/m/0k0jn4,1989-12-05,2005-01-01,,,,
2238856,/m/06yc6v,,,,Nancy Herrington,F,1.65,,Tracy Wright,/m/0cg45pc,/m/0g98dt7,/m/0cc9plh,1959-12-07,2005-01-01,,,,
2238856,/m/06yc6v,,,,Ellen,F,,,Ellen Geer,/m/0bf1hhj,/m/0g98dsh,/m/0d15j6,1941-08-29,2005-01-01,,,,
2238856,/m/06yc6v,,,,Sylvie's Mom,F,,,Colette Kilroy,/m/0g98dwn,/m/0g98dwr,/m/0bg70sm,1960-02-04,2005-01-01,,,,
2314463,/m/0734w5,,,,,M,1.63,,Dian Bachar,/m/04htrcm,,/m/05wxzz,1970-10-26,2006-01-01,,,,
2314463,/m/0734w5,,,,,M,1.63,/m/041rx,Seth Green,/m/04htrcg,,/m/0gz5hs,1974-02-08,2006-01-01,Jewish,Middle Eastern,,
2314463,/m/0734w5,,,,Taper Guy,M,1.87,/m/033tf_,Matt Stone,/m/0cgn0lx,/m/0h0z488,/m/01_x6d,1971-05-26,2006-01-01,Irish,European,,
2314463,/m/0734w5,,,,,M,,,Kyle McCulloch,/m/0cgn8qq,,/m/02cm2m,1961-02-02,2006-01-01,,,,
2314463,/m/0734w5,,,,,M,,,Les Claypool,/m/0cgnmf4,,/m/0dw3l,1963-09-29,2006-01-01,,,,
2314463,/m/0734w5,,,,,M,,/m/04gfy7,Arj Barker,/m/0cgnvt9,,/m/01qbb_,1974-08-12,2006-01-01,Indian,Indian,,
2314463,/m/0734w5,,,,,F,,,Sirena Irwin,/m/0cgnl8f,,/m/094qth,1977-09-26,2006-01-01,,,,
2314463,/m/0734w5,,,,,M,1.8,,Sam Maccarone,/m/0cgnxyc,,/m/03cxtgs,1975-03-14,2006-01-01,,,,
2314463,/m/0734w5,,,,,M,,,Bob Weir,/m/04nkwlg,,/m/02v1vq,1947-10-16,2006-01-01,,,,
175026,/m/017n1p,,nm0154183,tt0021335,,F,1.57,,Ruth Chatterton,/m/02vcvlm,,/m/0173p_,1892-12-24,1930-01-01,,,,"Ruth Chatterton. Actress: Dodsworth. Beginning as a chorus girl at age 14, Ruth Chatterton became a Broadway star with ""Daddy Long Legs"" in 1914. She appeared in such shows as ""Mary Rose"" and ""Come Out of the Kitchen"" before moving to Hollywood in 1925. As her film career faded in the late 1930s, she returned to the stage in revivals, and radio and TV performances, including ""Hamlet."" In the 1950s,..."
175026,/m/017n1p,,nm0545298,tt0021335,,M,1.78,,Fredric March,/m/03l6s7d,,/m/0h1_w,1897-08-31,1930-01-01,,,,Fredric March. Actor: The Best Years of Our Lives. Fredric March began a career in banking but in 1920 found himself cast as an extra in films being produced in New York. He starred on the Broadway stage first in 1926 and would return there between screen appearances later on. He won plaudits (and an Academy Award nomination) for his send-up of John Barrymore in The Royal Family of Broadway...
24229100,/m/07kjkz6,,nm0411631,tt0072157,,M,,,Juzo Itami,/m/07lmp51,,/m/02d7rn,1933-05-15,1974-01-01,,,,"Jûzô Itami. Writer: The Funeral. A tragic end belies a life led with purpose. The son of a successful filmmaker, Juzo Itami made his name acting in television and films before making a late career shift into screenwriting and directing at age 50. Known to choose the subjects of his films through everyday observations, he often followed up significant events in his life with films depicting idiosyncrasies that he felt..."
24229100,/m/07kjkz6,,nm0435299,tt0072157,,F,,,Meiko Kaji,/m/07lmp56,,/m/0576kw,1947-03-24,1974-01-01,,,,
24229100,/m/07kjkz6,,nm0361757,tt0072157,,M,,,Yoshio Harada,/m/0crv24c,,/m/0chg_3,1940-02-29,1974-01-01,,,,"Yoshio Harada. Actor: Ronin Gai. Yoshio Harada was born on 29 February 1940 in Tokyo, Japan. He was an actor and producer, known for Ronin Gai (1990), It's Easier Than Kissing (1989) and Onibi (1997). He died on 19 July 2011 in Tokyo, Japan."
24229100,/m/07kjkz6,,nm0949097,tt0072157,,F,1.57,,Kazuko Yoshiyuki,/m/0cv_zxf,,/m/05zs55n,1935-08-09,1974-01-01,,,,"Kazuko Yoshiyuki. Actress: Departures. Kazuko Yoshiyuki was born on 9 August 1935 in Tokyo, Japan. She is an actress, known for Departures (2008), Ponyo (2008) and Empire of Passion (1978)."
24229100,/m/07kjkz6,,nm0457223,tt0072157,,M,,,Shin Kishida,/m/0gc9vk1,,/m/03ccs9p,1939-10-17,1974-01-01,,,,"Shin Kishida. Actor: Zatoichi Meets Yojimbo. A highly distinctive character actor, discovered by a director with a flair for finding such faces--Kihachi Okamoto, who cast Kishida in his film Kiru (1968)--Kishida spent most of his acting career being typecast according to his looks. A consequence of this typecasting was his most famous role in Japan, that of the ""Japanese Dracula"" played in two Toho movies produced by Fumio Tanaka and..."
18296435,/m/04cqrs4,,nm0032661,tt0278891,,F,,,Müjde Ar,/m/04lshtr,,/m/04fd3kh,1954-06-21,1986-01-01,,,,"Müjde Ar. Actress: Her Name Is Vasfiye. Müjde Ar (born Kâmile Suat Ebrem, 21 June 1954 in Istanbul) is a Turkish film actress.

She is the oldest daughter of the dramaturge and song writer Aysel Gürel. She left school at the age of 20, while she was doing a German Language and Literature M.A. at the Istanbul University. At the age of 21, she married TV director Samim Deger and started..."
32456683,/m/0gyryjt,,nm0315116,tt0061637,,M,,,Erwin Geschonneck,/m/0h40xcx,,/m/02qyp1n,1906-12-27,1967-01-01,,,,"Erwin Geschonneck. Actor: Leute mit Flügeln. Erwin Geschonneck was born on 27 December 1906 in Bartenstein/East Prussia (now Poland). In the Twenties, he became a member of the Communistic Party of Germany. After rise of Nazism, he emigrated to Poland, later to Latvia and Czechoslovakia. In the Soviet Union he became a member of a German theatre company. In 1938 he was arrested in Prague and was deported to different..."
175024,/m/017n1b,,nm0686032,tt0020823,,F,1.68,,ZaSu Pitts,/m/03jt635,,/m/01lr4p,1894-01-03,1930-01-01,,,,"Zasu Pitts. Actress: Greed. Classic comedienne Zasu Pitts, of the timid, forlorn blue eyes and trademark woebegone vocal pattern and fidgety hands, was born to Rulandus and Nellie (Shay) Pitts, the third of four children on January 3, 1894. Her aged New York-native father, who lost a leg back in the Civil War era, had settled the family in Kansas by the time ZaSu was born but relocated to Santa..."
18768079,/m/04gvb8t,,,,,F,,,Florence Rice,/m/04lrkll,,/m/041b8d,1907-02-14,1938-07-05,,,,
18768079,/m/04gvb8t,,,,,M,1.86,/m/041rx,Melvyn Douglas,/m/04lrklr,,/m/015gy7,1901-04-05,1938-07-05,Jewish,Middle Eastern,,
612710,/m/02wjqm,,,,,M,,,John Lurie,/m/0gc7zjw,,/m/01nz7jg,1952-12-14,1999-10-01,,,,
612710,/m/02wjqm,,,,Sandii,F,1.68,/m/0222qb,Asia Argento,/m/02vcxk_,/m/0h2l6rx,/m/028pzq,1975-09-20,1999-10-01,Italian,European,,
612710,/m/02wjqm,,,,Fox,M,1.83,/m/01qhm_,Christopher Walken,/m/02vbmy1,/m/0gy8nnx,/m/016fjj,1943-03-31,1999-10-01,German,European,,
612710,/m/02wjqm,,,,,M,1.78,,Willem Dafoe,/m/03jt5xk,,/m/01f7dd,1955-07-22,1999-10-01,,,,
612710,/m/02wjqm,,,,,M,,,Yoshitaka Amano,/m/0gc714w,,/m/02149s,1952-07-28,1999-10-01,,,,
612710,/m/02wjqm,,,,Madame Rosa,F,1.57,,Annabella Sciorra,/m/0gcjr12,/m/0h32n8_,/m/0338ws,1960-03-29,1999-10-01,,,,
612710,/m/02wjqm,,,,,F,1.676,,Gretchen Mol,/m/0gckjs6,,/m/02l6dy,1972-11-08,1999-10-01,,,,
31983669,/m/0g4_n3m,ch8965,nm0477503,tt0022289,Dandy' Mustapha,,,,Yvan Kyrlya,/m/0g4_ndf,/m/0g4_nbm,/m/05zqdwf,1909-03-17,1931-09-30,,,,"Yvan Kyrlya. Actor: Road to Life. Yvan Kyrlya was born on 17 March 1909 in Kupsola, Vyatka Governorate, Russian Empire [now Mari El, Russia]. He was an actor, known for Road to Life (1931). He died in 1943."
31983669,/m/0g4_n3m,,nm0955541,tt0022289,"Tomka Zhigan, leader of the wild boys",M,,,Mikhail Zharov,/m/0g4_ndp,/m/0g4_nbx,/m/07m08h,1899-10-27,1931-09-30,,,,
31983669,/m/0g4_n3m,,nm0881555,tt0022289,,M,,,Vladimir Uralsky,/m/0g4_nfp,,/m/0jt1q2,1887-08-28,1931-09-30,,,,"Vladimir Uralskiy. Actor: Battleship Potemkin. Vladimir Uralskiy was born on 28 August 1887 in Orenburg, Orenburg Governorate, Russian Empire [now Orenburg Oblast, Russia]. He was an actor, known for Battleship Potemkin (1925), Bespokoynoe khozyaystvo (1946) and Aelita, the Queen of Mars (1924). He died on 15 May 1955 in Moscow, RSFSR, USSR [now Russia]."
31983669,/m/0g4_n3m,,nm0954702,tt0022289,,F,,,Ekaterina Zelyonaya,/m/0g4_nfy,,/m/09rnmn,1902-11-07,1931-09-30,,,,"Rina Zelyonaya. Actress: Adventures of Sherlock Holmes and Dr. Watson: The Twentieth Century Approaches. Rina Zelyonaya is a Soviet pop, theater and film actress, master of imitation of children's speech, People's Artist of the RSFSR.

She was born in Tashkent in a family of Vasiliy Zelyonyy. After her father was transferred to work in Moscow, Rina began to study at the von Derviz gymnasium in Gorokhovskiy Lane. She became an actress..."
31983669,/m/0g4_n3m,,nm0955921,tt0022289,,M,,,Georgiy Zhzhonov,/m/0g4_ng1,,/m/07kt8y,1915-03-22,1931-09-30,,,,"Georgi Zhzhyonov. Actor: The Secret Agent's Blunder. Georgi Zhzhyonov was a popular Russian actor who survived 18 years of imprisonment under the dictatorship of Joseph Stalin.

He was born Georgi Stepanovich Zhzhonov on March 22, 1915, in St. Petersburg (then Petrograd), Russia. He was the seventh of ten children of Stepan Philippovich Zhzhonov and Maria Fedorovna Shchelkina. In 1921 his father was arrested and imprisoned for opposition to the communists. The..."
31983669,/m/0g4_n3m,,nm0060693,tt0022289,Nikolai Sergeiev,M,,,Nikolai Batalov,/m/0g4_nd9,/m/0g4_nbj,/m/0jt1lz,1899-12-06,1931-09-30,,,,"Nikolay Batalov. Actor: Aelita, the Queen of Mars. Nikolai Petrovich Batalov was born on December 6, 1899, in Moscow, Russia, into the family of a clerk. From 1910-1915 he studied at the Moscow Mercantile School named after the Czar Aleksander III. His interest in theatre and literature was supported by his grandmother, who encouraged his voracious reading. In 1916, he started his acting career at the Moscow Art Theatre under..."
17715326,/m/047t9rb,,nm0573754,tt0026167,,M,,,Graham McNamee,/m/0jz1t0_,,/m/07g4h_,1888-07-10,1935-09-01,,,,"Graham McNamee. Actor: Oh, Baby!. Graham McNamee was born on 10 July 1888 in Washington, District of Columbia, USA. He was an actor, known for Oh, Baby! (1926), Wings in the Dark (1935) and Gift of Gab (1934). He died on 9 May 1942 in New York City, New York, USA."
22087420,/m/05pckh0,,nm0208375,tt0053820,,M,,,Peppino De Filippo,/m/05tfhgz,,/m/08392m,1903-08-24,1959-12-22,,,,"Peppino De Filippo. Actor: Variety Lights. Born in Naples in 1903, Peppino De Filippo debuted at the age of 6 in Scarpetta's 'Miseria e Nobilta' in Rome. He studied the piano and went away to college for two years. During WWI, back in Naples, he joined Scarpetta's company 'Molinari', and it was here that he met Totò. At 22, he joined the company of Salvatore De Muto, but had to..."
156558,/m/014k4y,ch9907,nm0378245,tt0255819,Yvette,F,1.65,/m/0x67,Taraji P. Henson,/m/0jtx5t,/m/03jnxj_,/m/0blbxk,1970-09-11,2001-06-27,African American,African,,"Taraji P. Henson. Actress: Hidden Figures. Taraji Penda Henson is an American actress and singer. She studied acting at Howard University and began her Hollywood career in guest roles on several television shows before making her breakthrough in Baby Boy (2001). She played a prostitute in Hustle & Flow (2005), for which she received a Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture nomination;..."
156558,/m/014k4y,,nm0879085,tt0255819,Jody,M,1.797,/m/0x67,Tyrese Gibson,/m/0jtx5h,/m/03jnxf4,/m/01l1b90,1978-12-30,2001-06-27,African American,African,,"Tyrese Gibson. Actor: Baby Boy. Tyrese Darnell Gibson was born December 30, 1978 in Watts, Los Angeles, California, where he was raised. He is an R&B singer, songwriter, actor, author, television producer and model. He is well known for his actor role as Roman Pearce in the The Fast and Furious movie franchise. Other popular movies Tyrese has acted in are Death Race, Transformers, Baby Boy and Legion. Tyrese has..."
156558,/m/014k4y,,nm0424513,tt0255819,,M,,/m/0x67,Anthony Johnson,/m/04q66gt,,/m/0fdb14,1965-01-01,2001-06-27,African American,African,,"Anthony Johnson. Actor: Friday. Anthony Johnson was born on 1 February 1966 in Compton, California, USA. He was an actor and writer, known for Friday (1995), Menace II Society (1993) and The Players Club (1998). He was married to Lexis Jones Mason. He died on 6 September 2021 in Los Angeles, California, USA."
156558,/m/014k4y,ch6849,nm0005552,tt0255819,Host,F,,/m/0x67,Kym Whitley,/m/03jny9p,/m/03jny9s,/m/08ynj7,1961-06-07,2001-06-27,African American,African,,"Kym Whitley. Actress: Rango. Kym Whitley was born in Cleveland, Ohio and raised in Khartoum, Sudan (Africa). Kym knew she was blessed with the gift to make people laugh, after a chance encounter with Redd Foxx, who told her ""she had the Comedic Goods"". Kym began living her dream as a stand up comedian in Hollywood. Kym Whitley became Hollywood's go-to-girl with her smooth transition as a talented, comedic actress..."
156558,/m/014k4y,ch2621,nm0245906,tt0255819,Elderly Woman,F,,,Amentha Dymally,/m/03jny7_,/m/03jny82,/m/03jny8b,1934-07-27,2001-06-27,,,,"Amentha Dymally. Actress: Coma. Amentha Dymally was born on 27 July 1934 in New York, New York, USA. She is an actress and writer, known for Coma (1978), Baby Boy (2001) and Sweet Jesus, Preacherman (1973)."
156558,/m/014k4y,ch6269,nm0004879,tt0255819,Rodney,M,1.918,/m/0x67,Snoop Dogg,/m/0jtx5n,/m/03jnx_2,/m/01vw8mh,1971-10-20,2001-06-27,African American,African,,"Snoop Dogg. Actor: Training Day. Snoop Dogg is an American rapper, singer, songwriter, producer, media personality, entrepreneur, and actor.

His music career began in 1992 when he was discovered by Dr. Dre and featured on Dre's solo debut, ""Deep Cover"", and then on Dre's solo debut album, The Chronic. He has since sold over 23 million albums in the United States and 35 million albums worldwide.

Snoop's debut album, Doggystyle, produced by..."
156558,/m/014k4y,ch7718,nm0224659,tt0255819,Sneed,M,,/m/0x67,Keith Diamond,/m/03jnxyv,/m/03jnxyy,/m/02vqm5_,1962-03-26,2001-06-27,African American,African,,"Keith Diamond. Actor: Awakenings. Keith Diamond was born on 26 March 1962 in Jamaica, Queens, New York City, New York, USA. He is an actor, known for Awakenings (1990), Desert Saints (2002) and Men in Black: The Series (1997)."
156558,/m/014k4y,,nm0594898,tt0255819,Patrice,F,1.75,/m/0x67,Mo'Nique Imes-Jackson,/m/03jnxw0,/m/03jnxw3,/m/04znsy,1967-12-11,2001-06-27,African American,African,,"Mo'Nique. Actress: Precious. Mo'Nique received a standing ovation when she stepped on stage for the first time in her hometown of Baltimore, Maryland, giving her confidence to pursue a career as a stand-up comedian. After numerous stand-up performances, she took a leap forward with one of the starring roles in The Parkers (1999).

Mo'Nique's huge international breakthrough came with her performance in the independent feature film Precious (2009), for which she..."
156558,/m/014k4y,ch1802,nm0429385,tt0255819,Sharika,F,,/m/0x67,Tracey Cherelle Jones,/m/03jnxs7,/m/03jnxsb,/m/043q4nc,1970-12-27,2001-06-27,African American,African,,"Tracey Cherelle Jones. Actress: Don't Be a Menace to South Central While Drinking Your Juice in the Hood. Actress, writer, artist, designer, and TV personality, Tracey Cherelle Jones is the epitome of a contemporary renaissance woman. Tracey began acting at the tender age of 8 years old after nailing her very first audition, a national McDonald's commercial. This inspired her, and she went on to do several more commercials and..."
156558,/m/014k4y,ch4353,nm0176801,tt0255819,Kim,F,1.62,/m/0x67,Angell Conwell,/m/03jnxqv,/m/03jnxqy,/m/0cj0pq,1983-08-02,2001-06-27,African American,African,,"Angell Conwell. Actress: The Young and the Restless. Moving from Orangeburg, South Carolina to the states capital, Columbia at the age of 2, Angell Conwell began her journey in entertainment at a very young age. After winning numerous awards locally and in the surrounding states of Georgia and North Carolina, she signed with Wilhelmina's Kids Division in New York. Always one to challenge herself, Angell begged for her parents permission..."
156558,/m/014k4y,ch9681,nm0000609,tt0255819,Melvin,M,1.83,/m/0x67,Ving Rhames,/m/03jnxct,/m/03jnxcx,/m/032zg9,1959-05-12,2001-06-27,African American,African,,"Ving Rhames. Actor: Pulp Fiction. Strikingly featured and muscular American actor Ving Rhames was born Irving Rameses Rhames in Harlem, New York, to Reather, a homemaker, and Ernest Rhames, an auto mechanic. A good student, Ving entered the New York High School of Performing Arts, where he discovered his love of acting. He studied at the Juilliard School of Drama, and began his career in New York theater and in..."
